filename,Description,Sample_ID_for_Data_Sharing_and_Public_Release,Tissue,Hippocampus Group
GTEX-13OVH-0011-R3a-SM-AFUMX.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13OVH-0011-R3a-SM-AFUMX,Brain - Anterior cingulate cortex (BA24),
GTEX-13OVH-0011-R3a-SM-AFUMX.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13OVH-0011-R3a-SM-AFUMX,Brain - Anterior cingulate cortex (BA24),
GTEX-13OVH-0011-R3a-SM-AFUMX.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13OVH-0011-R3a-SM-AFUMX,Brain - Anterior cingulate cortex (BA24),
GTEX-13OVH-0011-R3a-SM-AFUMX.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13OVH-0011-R3a-SM-AFUMX,Brain - Anterior cingulate cortex (BA24),
GTEX-13OVJ-0011-R3b-SM-AFUKY.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13OVJ-0011-R3b-SM-AFUKY,Brain - Anterior cingulate cortex (BA24),
GTEX-13OVJ-0011-R3b-SM-AFUKY.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13OVJ-0011-R3b-SM-AFUKY,Brain - Anterior cingulate cortex (BA24),
GTEX-13OVJ-0011-R3b-SM-AFUKY.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13OVJ-0011-R3b-SM-AFUKY,Brain - Anterior cingulate cortex (BA24),
GTEX-13OVJ-0011-R3b-SM-AFUKY.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13OVJ-0011-R3b-SM-AFUKY,Brain - Anterior cingulate cortex (BA24),
GTEX-13OVJ-0011-R3b-SM-AFUKY.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13OVJ-0011-R3b-SM-AFUKY,Brain - Anterior cingulate cortex (BA24),
GTEX-13OVJ-0011-R3b-SM-AFUKY.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13OVJ-0011-R3b-SM-AFUKY,Brain - Anterior cingulate cortex (BA24),
GTEX-13OVJ-0011-R3b-SM-AFUKY.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13OVJ-0011-R3b-SM-AFUKY,Brain - Anterior cingulate cortex (BA24),
GTEX-13OVJ-0011-R3b-SM-AFUKY.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13OVJ-0011-R3b-SM-AFUKY,Brain - Anterior cingulate cortex (BA24),
GTEX-13OW7-0011-R3a-SM-AFUND.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13OW7-0011-R3a-SM-AFUND,Brain - Anterior cingulate cortex (BA24),
GTEX-13OW7-0011-R3a-SM-AFUND.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13OW7-0011-R3a-SM-AFUND,Brain - Anterior cingulate cortex (BA24),
GTEX-13OW7-0011-R3a-SM-AFUND.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13OW7-0011-R3a-SM-AFUND,Brain - Anterior cingulate cortex (BA24),
GTEX-13OW7-0011-R3a-SM-AFUND.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13OW7-0011-R3a-SM-AFUND,Brain - Anterior cingulate cortex (BA24),
GTEX-13OW7-0011-R3a-SM-AFUND.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13OW7-0011-R3a-SM-AFUND,Brain - Anterior cingulate cortex (BA24),
GTEX-13OW7-0011-R3a-SM-AFUND.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13OW7-0011-R3a-SM-AFUND,Brain - Anterior cingulate cortex (BA24),
GTEX-13OW7-0011-R3a-SM-AFUND.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13OW7-0011-R3a-SM-AFUND,Brain - Anterior cingulate cortex (BA24),
GTEX-13OW7-0011-R3a-SM-AFUND.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13OW7-0011-R3a-SM-AFUND,Brain - Anterior cingulate cortex (BA24),
GTEX-P44H-0011-R3a-SM-AFUNJ.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-P44H-0011-R3a-SM-AFUNJ,Brain - Anterior cingulate cortex (BA24),
GTEX-P44H-0011-R3a-SM-AFUNJ.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-P44H-0011-R3a-SM-AFUNJ,Brain - Anterior cingulate cortex (BA24),
GTEX-P44H-0011-R3a-SM-AFUNJ.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-P44H-0011-R3a-SM-AFUNJ,Brain - Anterior cingulate cortex (BA24),
GTEX-P44H-0011-R3a-SM-AFUNJ.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-P44H-0011-R3a-SM-AFUNJ,Brain - Anterior cingulate cortex (BA24),
GTEX-P44H-0011-R3a-SM-AFUNJ.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-P44H-0011-R3a-SM-AFUNJ,Brain - Anterior cingulate cortex (BA24),
GTEX-P44H-0011-R3a-SM-AFUNJ.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-P44H-0011-R3a-SM-AFUNJ,Brain - Anterior cingulate cortex (BA24),
GTEX-P44H-0011-R3a-SM-AFUNJ.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-P44H-0011-R3a-SM-AFUNJ,Brain - Anterior cingulate cortex (BA24),
GTEX-P44H-0011-R3a-SM-AFUNJ.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-P44H-0011-R3a-SM-AFUNJ,Brain - Anterior cingulate cortex (BA24),
GTEX-QDT8-0011-R3a-SM-AFUNO.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-QDT8-0011-R3a-SM-AFUNO,Brain - Anterior cingulate cortex (BA24),
GTEX-QDT8-0011-R3a-SM-AFUNO.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-QDT8-0011-R3a-SM-AFUNO,Brain - Anterior cingulate cortex (BA24),
GTEX-QDT8-0011-R3a-SM-AFUNO.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-QDT8-0011-R3a-SM-AFUNO,Brain - Anterior cingulate cortex (BA24),
GTEX-QDT8-0011-R3a-SM-AFUNO.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-QDT8-0011-R3a-SM-AFUNO,Brain - Anterior cingulate cortex (BA24),
GTEX-QDT8-0011-R3a-SM-AFUNO.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-QDT8-0011-R3a-SM-AFUNO,Brain - Anterior cingulate cortex (BA24),
GTEX-QDT8-0011-R3a-SM-AFUNO.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-QDT8-0011-R3a-SM-AFUNO,Brain - Anterior cingulate cortex (BA24),
GTEX-QDT8-0011-R3a-SM-AFUNO.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-QDT8-0011-R3a-SM-AFUNO,Brain - Anterior cingulate cortex (BA24),
GTEX-QDT8-0011-R3a-SM-AFUNO.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-QDT8-0011-R3a-SM-AFUNO,Brain - Anterior cingulate cortex (BA24),
GTEX-T2IS-0011-R3a-SM-AFUOU.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-T2IS-0011-R3a-SM-AFUOU,Brain - Anterior cingulate cortex (BA24),
GTEX-T2IS-0011-R3a-SM-AFUOU.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-T2IS-0011-R3a-SM-AFUOU,Brain - Anterior cingulate cortex (BA24),
GTEX-T2IS-0011-R3a-SM-AFUOU.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-T2IS-0011-R3a-SM-AFUOU,Brain - Anterior cingulate cortex (BA24),
GTEX-T2IS-0011-R3a-SM-AFUOU.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-T2IS-0011-R3a-SM-AFUOU,Brain - Anterior cingulate cortex (BA24),
GTEX-T2IS-0011-R3a-SM-AFUOU.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-T2IS-0011-R3a-SM-AFUOU,Brain - Anterior cingulate cortex (BA24),
GTEX-T2IS-0011-R3a-SM-AFUOU.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-T2IS-0011-R3a-SM-AFUOU,Brain - Anterior cingulate cortex (BA24),
GTEX-T2IS-0011-R3a-SM-AFUOU.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-T2IS-0011-R3a-SM-AFUOU,Brain - Anterior cingulate cortex (BA24),
GTEX-T2IS-0011-R3a-SM-AFUOU.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-T2IS-0011-R3a-SM-AFUOU,Brain - Anterior cingulate cortex (BA24),
GTEX-X4XX-0011-R3b-SM-AFUOH.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-X4XX-0011-R3b-SM-AFUOH,Brain - Anterior cingulate cortex (BA24),
GTEX-X4XX-0011-R3b-SM-AFUOH.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-X4XX-0011-R3b-SM-AFUOH,Brain - Anterior cingulate cortex (BA24),
GTEX-X4XX-0011-R3b-SM-AFUOH.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-X4XX-0011-R3b-SM-AFUOH,Brain - Anterior cingulate cortex (BA24),
GTEX-X4XX-0011-R3b-SM-AFUOH.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-X4XX-0011-R3b-SM-AFUOH,Brain - Anterior cingulate cortex (BA24),
GTEX-X4XX-0011-R3b-SM-AFUOH.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-X4XX-0011-R3b-SM-AFUOH,Brain - Anterior cingulate cortex (BA24),
GTEX-X4XX-0011-R3b-SM-AFUOH.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-X4XX-0011-R3b-SM-AFUOH,Brain - Anterior cingulate cortex (BA24),
GTEX-X4XX-0011-R3b-SM-AFUOH.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-X4XX-0011-R3b-SM-AFUOH,Brain - Anterior cingulate cortex (BA24),
GTEX-X4XX-0011-R3b-SM-AFUOH.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-X4XX-0011-R3b-SM-AFUOH,Brain - Anterior cingulate cortex (BA24),
GTEX-ZUA1-0011-R3a-SM-AFUP2.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-ZUA1-0011-R3a-SM-AFUP2,Brain - Anterior cingulate cortex (BA24),
GTEX-ZUA1-0011-R3a-SM-AFUP2.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-ZUA1-0011-R3a-SM-AFUP2,Brain - Anterior cingulate cortex (BA24),
GTEX-ZUA1-0011-R3a-SM-AFUP2.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-ZUA1-0011-R3a-SM-AFUP2,Brain - Anterior cingulate cortex (BA24),
GTEX-ZUA1-0011-R3a-SM-AFUP2.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-ZUA1-0011-R3a-SM-AFUP2,Brain - Anterior cingulate cortex (BA24),
GTEX-ZUA1-0011-R3a-SM-AFUP2.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-ZUA1-0011-R3a-SM-AFUP2,Brain - Anterior cingulate cortex (BA24),
GTEX-ZUA1-0011-R3a-SM-AFUP2.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-ZUA1-0011-R3a-SM-AFUP2,Brain - Anterior cingulate cortex (BA24),
GTEX-ZUA1-0011-R3a-SM-AFUP2.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-ZUA1-0011-R3a-SM-AFUP2,Brain - Anterior cingulate cortex (BA24),
GTEX-ZUA1-0011-R3a-SM-AFUP2.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-ZUA1-0011-R3a-SM-AFUP2,Brain - Anterior cingulate cortex (BA24),
GTEX-ZVT3-0011-R3b-SM-AFUP9.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-ZVT3-0011-R3b-SM-AFUP9,Brain - Anterior cingulate cortex (BA24),
GTEX-ZVT3-0011-R3b-SM-AFUP9.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-ZVT3-0011-R3b-SM-AFUP9,Brain - Anterior cingulate cortex (BA24),
GTEX-ZVT3-0011-R3b-SM-AFUP9.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-ZVT3-0011-R3b-SM-AFUP9,Brain - Anterior cingulate cortex (BA24),
GTEX-ZVT3-0011-R3b-SM-AFUP9.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-ZVT3-0011-R3b-SM-AFUP9,Brain - Anterior cingulate cortex (BA24),
GTEX-ZVT3-0011-R3b-SM-AFUP9.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-ZVT3-0011-R3b-SM-AFUP9,Brain - Anterior cingulate cortex (BA24),
GTEX-ZVT3-0011-R3b-SM-AFUP9.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-ZVT3-0011-R3b-SM-AFUP9,Brain - Anterior cingulate cortex (BA24),
GTEX-ZVT3-0011-R3b-SM-AFUP9.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-ZVT3-0011-R3b-SM-AFUP9,Brain - Anterior cingulate cortex (BA24),
GTEX-ZVT3-0011-R3b-SM-AFUP9.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-ZVT3-0011-R3b-SM-AFUP9,Brain - Anterior cingulate cortex (BA24),
GTEX-11WQC-0011-R5a-SM-AFUJ1.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R5a-SM-AFUJ1,Brain - Caudate (basal ganglia),
GTEX-11WQC-0011-R5a-SM-AFUJ1.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R5a-SM-AFUJ1,Brain - Caudate (basal ganglia),
GTEX-11WQC-0011-R5a-SM-AFUJ1.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R5a-SM-AFUJ1,Brain - Caudate (basal ganglia),
GTEX-11WQC-0011-R5a-SM-AFUJ1.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R5a-SM-AFUJ1,Brain - Caudate (basal ganglia),
GTEX-11WQC-0011-R5a-SM-AFUJ1.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-11WQC-0011-R5a-SM-AFUJ1,Brain - Caudate (basal ganglia),
GTEX-11WQC-0011-R5a-SM-AFUJ1.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-11WQC-0011-R5a-SM-AFUJ1,Brain - Caudate (basal ganglia),
GTEX-11WQC-0011-R5a-SM-AFUJ1.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R5a-SM-AFUJ1,Brain - Caudate (basal ganglia),
GTEX-11WQC-0011-R5a-SM-AFUJ1.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R5a-SM-AFUJ1,Brain - Caudate (basal ganglia),
GTEX-12WSC-0011-R5b-SM-AFULZ.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-12WSC-0011-R5b-SM-AFULZ,Brain - Caudate (basal ganglia),
GTEX-12WSC-0011-R5b-SM-AFULZ.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-12WSC-0011-R5b-SM-AFULZ,Brain - Caudate (basal ganglia),
GTEX-12WSC-0011-R5b-SM-AFULZ.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-12WSC-0011-R5b-SM-AFULZ,Brain - Caudate (basal ganglia),
GTEX-12WSC-0011-R5b-SM-AFULZ.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-12WSC-0011-R5b-SM-AFULZ,Brain - Caudate (basal ganglia),
GTEX-12WSC-0011-R5b-SM-AFULZ.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-12WSC-0011-R5b-SM-AFULZ,Brain - Caudate (basal ganglia),
GTEX-12WSC-0011-R5b-SM-AFULZ.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-12WSC-0011-R5b-SM-AFULZ,Brain - Caudate (basal ganglia),
GTEX-12WSC-0011-R5b-SM-AFULZ.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-12WSC-0011-R5b-SM-AFULZ,Brain - Caudate (basal ganglia),
GTEX-12WSC-0011-R5b-SM-AFULZ.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-12WSC-0011-R5b-SM-AFULZ,Brain - Caudate (basal ganglia),
GTEX-12ZZY-0011-R5a-SM-AFUMA.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-12ZZY-0011-R5a-SM-AFUMA,Brain - Caudate (basal ganglia),
GTEX-12ZZY-0011-R5a-SM-AFUMA.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-12ZZY-0011-R5a-SM-AFUMA,Brain - Caudate (basal ganglia),
GTEX-12ZZY-0011-R5a-SM-AFUMA.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-12ZZY-0011-R5a-SM-AFUMA,Brain - Caudate (basal ganglia),
GTEX-12ZZY-0011-R5a-SM-AFUMA.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-12ZZY-0011-R5a-SM-AFUMA,Brain - Caudate (basal ganglia),
GTEX-12ZZY-0011-R5a-SM-AFUMA.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-12ZZY-0011-R5a-SM-AFUMA,Brain - Caudate (basal ganglia),
GTEX-12ZZY-0011-R5a-SM-AFUMA.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-12ZZY-0011-R5a-SM-AFUMA,Brain - Caudate (basal ganglia),
GTEX-12ZZY-0011-R5a-SM-AFUMA.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-12ZZY-0011-R5a-SM-AFUMA,Brain - Caudate (basal ganglia),
GTEX-12ZZY-0011-R5a-SM-AFUMA.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-12ZZY-0011-R5a-SM-AFUMA,Brain - Caudate (basal ganglia),
GTEX-139TS-0011-R5b-SM-AFUJJ.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-139TS-0011-R5b-SM-AFUJJ,Brain - Caudate (basal ganglia),
GTEX-139TS-0011-R5b-SM-AFUJJ.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-139TS-0011-R5b-SM-AFUJJ,Brain - Caudate (basal ganglia),
GTEX-139TS-0011-R5b-SM-AFUJJ.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-139TS-0011-R5b-SM-AFUJJ,Brain - Caudate (basal ganglia),
GTEX-139TS-0011-R5b-SM-AFUJJ.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-139TS-0011-R5b-SM-AFUJJ,Brain - Caudate (basal ganglia),
GTEX-139TS-0011-R5b-SM-AFUJJ.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-139TS-0011-R5b-SM-AFUJJ,Brain - Caudate (basal ganglia),
GTEX-139TS-0011-R5b-SM-AFUJJ.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-139TS-0011-R5b-SM-AFUJJ,Brain - Caudate (basal ganglia),
GTEX-139TS-0011-R5b-SM-AFUJJ.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-139TS-0011-R5b-SM-AFUJJ,Brain - Caudate (basal ganglia),
GTEX-139TS-0011-R5b-SM-AFUJJ.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-139TS-0011-R5b-SM-AFUJJ,Brain - Caudate (basal ganglia),
GTEX-13FHO-0011-R5b-SM-AFUMF.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13FHO-0011-R5b-SM-AFUMF,Brain - Caudate (basal ganglia),
GTEX-13FHO-0011-R5b-SM-AFUMF.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13FHO-0011-R5b-SM-AFUMF,Brain - Caudate (basal ganglia),
GTEX-13FHO-0011-R5b-SM-AFUMF.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13FHO-0011-R5b-SM-AFUMF,Brain - Caudate (basal ganglia),
GTEX-13FHO-0011-R5b-SM-AFUMF.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13FHO-0011-R5b-SM-AFUMF,Brain - Caudate (basal ganglia),
GTEX-13FHO-0011-R5b-SM-AFUMF.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13FHO-0011-R5b-SM-AFUMF,Brain - Caudate (basal ganglia),
GTEX-13FHO-0011-R5b-SM-AFUMF.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13FHO-0011-R5b-SM-AFUMF,Brain - Caudate (basal ganglia),
GTEX-13FHO-0011-R5b-SM-AFUMF.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13FHO-0011-R5b-SM-AFUMF,Brain - Caudate (basal ganglia),
GTEX-13FHO-0011-R5b-SM-AFUMF.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13FHO-0011-R5b-SM-AFUMF,Brain - Caudate (basal ganglia),
GTEX-13FHP-0011-R5b-SM-AFUMJ.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13FHP-0011-R5b-SM-AFUMJ,Brain - Caudate (basal ganglia),
